genome,bad_class_bp,bad_class_n,bad_family_bp,bad_family_n,bad_genus_bp,bad_genus_n,bad_order_bp,bad_order_n,bad_phylum_bp,bad_phylum_n,bad_superkingdom_bp,bad_superkingdom_n,comment,f_ident,f_major,filter_at,good_class_bp,good_class_n,good_family_bp,good_family_n,good_genus_bp,good_genus_n,good_order_bp,good_order_n,good_phylum_bp,good_phylum_n,good_superkingdom_bp,good_superkingdom_n,ignored_contigs_bp,ignored_contigs_n,lineage,noident_contigs_bp,noident_contigs_n,total_bad_bp,total_contigs_bp,total_contigs_n
TARA_ION_MAG_00056.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.003183023872679045,none,0,0,0,0,0,0,0,0,0,0,0,0,16889,6,,1828449,379,0,1879694,391
TARA_RED_MAG_00080.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.7,0.01529051987767584,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,423063,30,0,599984,35
TARA_ION_MAG_00052.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.,0.0,0.001589825119236884,none,0,0,0,0,0,0,0,0,0,0,0,0,3305,1,,587216,67,0,602911,69
TARA_PON_MAG_00048.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9032576505429417,genus,981004,84,981004,84,981004,84,981004,84,981004,84,981004,84,7171,2,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__UBA7888,61096,11,0,1077837,104
TARA_PSW_MAG_00084.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.7713019768234493,genus,2214619,310,2214619,310,2214619,310,2214619,310,2214619,310,2214619,310,37555,11,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA3470;g__UBA3470,296133,65,0,2974357,490
TARA_PSW_MAG_00078.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.375,0.012084592145015106,none,0,0,0,0,0,0,0,0,0,0,0,0,5353,2,,623108,89,0,670241,96
TARA_ION_MAG_00006.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_PSW_MAG_00104.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.9047619047619048,0.01926605504587156,none,0,0,0,0,0,0,0,0,0,0,0,0,24583,8,,1901672,319,0,2111061,354
TARA_PSW_MAG_00048.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.6350059737156512,genus,1355772,116,1355772,116,1355772,116,1355772,116,1355772,116,1355772,116,12394,4,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED109;g__TMED109,98428,16,0,1681719,167
TARA_RED_MAG_00067.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.47619047619047616,0.04477611940298507,none,0,0,0,0,0,0,0,0,0,0,0,0,46490,12,,1738004,326,0,1889920,355
TARA_ANE_MAG_00043.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.625,0.004790419161676647,none,0,0,0,0,0,0,0,0,0,0,0,0,8070,3,,1498933,189,0,1590729,198
TARA_ION_MAG_00016.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9926270857586341,genus,2554489,78,2554489,78,2554489,78,2554489,78,2554489,78,2554489,78,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA2705,0,0,0,2566670,80
TARA_MED_MAG_00008.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9089332176929749,genus,2189204,192,2189204,192,2189204,192,2189204,192,2189204,192,2189204,192,10469,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421,15684,4,0,2307908,220
TARA_RED_MAG_00036.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9216123499142367,genus,5606597,284,5606597,284,5606597,284,5606597,284,5606597,284,5606597,284,3454,1,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__UBA8437,63097,14,0,5793787,323
TARA_ANE_MAG_00006.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.7546362339514978,genus,1324461,49,1324461,49,1324461,49,1324461,49,1324461,49,1324461,49,2648,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA11869,45849,11,0,1424655,69
TARA_MED_MAG_00106.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.2857142857142857,0.008293838862559242,none,0,0,0,0,0,0,0,0,0,0,0,0,20047,6,,1476336,237,0,1589419,253
TARA_PSE_MAG_00093.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_RED_MAG_00081.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.5625,0.01138249940716149,none,0,0,0,0,0,0,0,0,0,0,0,0,21797,6,,3880149,614,0,4159930,653
TARA_ANW_MAG_00002.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9391217564870259,genus,2886340,163,2886340,163,2886340,163,2886340,163,2886340,163,2886340,163,3258,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Salinisphaeraceae;g__Salinisphaera,108338,8,0,3031081,179
TARA_MED_MAG_00039.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9954682779456193,0.47353361945636624,genus,1067034,26,1067034,26,1067034,26,1067034,26,1067034,26,1067034,26,4312,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED131;g__TMED131,237103,20,0,1367825,50
TARA_MED_MAG_00045.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.7630769230769231,genus,1528506,150,1528506,150,1528506,150,1528506,150,1528506,150,1528506,150,5434,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus,262426,48,0,1948575,234
TARA_MED_MAG_00119.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.6666666666666666,0.005046257359125316,none,0,0,0,0,0,0,0,0,0,0,0,0,6631,2,,1189163,129,0,1249671,137
TARA_RED_MAG_00043.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.5,0.003745318352059925,none,0,0,0,0,0,0,0,0,0,0,0,0,39098,12,,1528951,244,0,1626385,261
TARA_ANE_MAG_00035.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.5833333333333334,0.029339853300733496,none,0,0,0,0,0,0,0,0,0,0,0,0,5777,2,,682891,85,0,866617,105
TARA_PON_MAG_00012.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9959677419354839,0.3578643578643579,genus,1078177,45,1078177,45,1078177,45,1078177,45,1078177,45,1078177,45,3002,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-002723295,227586,35,0,1463332,101
TARA_ION_MAG_00040.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.4746317512274959,genus,850062,89,850062,89,850062,89,850062,89,850062,89,850062,89,14397,4,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O3,112535,22,0,1198561,159
TARA_PSE_MAG_00122.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_PSW_MAG_00085.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.03725656223539373,none,0,0,0,0,0,0,0,0,0,0,0,0,14214,5,,1097530,211,0,1173499,225
TARA_PSE_MAG_00046.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.7203615098351941,genus,1641960,147,1641960,147,1641960,147,1641960,147,1641960,147,1641960,147,18195,5,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__MedAcidi-G3,84672,24,0,1919891,218
TARA_PSW_MAG_00046.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9978540772532188,0.8560275545350172,genus,4142869,153,4142869,153,4142869,153,4142869,153,4142869,153,4142869,153,9548,2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7887;f__GCA-2721365;g__GCA-2721365,156181,21,0,4422249,189
TARA_PON_MAG_00006.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_PSW_MAG_00016.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9539018768521568,genus,2930091,52,2930091,52,2930091,52,2930091,52,2930091,52,2930091,52,0,0,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA1609;g__UBA6776,86595,6,0,3020619,59
TARA_RED_MAG_00001.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9992900248491303,0.988421052631579,genus,2849757,10,2849757,10,2849757,10,2849757,10,2849757,10,2849757,10,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Citromicrobium,0,0,0,2849757,10
TARA_IOS_MAG_00055.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.997779422649889,0.6854388635210553,genus,1195641,235,1195641,235,1195641,235,1195641,235,1195641,235,1195641,235,34958,11,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__UBA5691,155681,43,0,1983425,444
TARA_ANE_MAG_00076.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.8697916666666666,0.1620253164556962,none,0,0,0,0,0,0,0,0,0,0,0,0,24210,7,,467080,102,0,1184128,227
TARA_ION_MAG_00025.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.6698525838328203,genus,5522436,479,5522436,479,5522436,479,5522436,479,5522436,479,5522436,479,27738,8,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Labrenzia,219192,35,0,6266622,630
TARA_ION_MAG_00031.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.8529587567244471,genus,1378355,190,1378355,190,1378355,190,1378355,190,1378355,190,1378355,190,15996,5,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04,36183,10,0,1635760,257
TARA_RED_MAG_00112.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_SOC_MAG_00004.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9468008626887131,genus,2688740,117,2688740,117,2688740,117,2688740,117,2688740,117,2688740,117,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__1G12;g__UBA6770,5498,1,0,2708830,120
TARA_ANW_MAG_00001.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9943454905286966,0.9929814710836609,genus,3686209,15,3686209,15,3686209,15,3686209,15,3686209,15,3686209,15,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum,0,0,0,3686209,15
TARA_ION_MAG_00017.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.4700725513905683,genus,3051914,124,3051914,124,3051914,124,3051914,124,3051914,124,3051914,124,6888,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659,142441,25,0,3389873,184
TARA_IOS_MAG_00042.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.005591798695246971,none,0,0,0,0,0,0,0,0,0,0,0,0,21644,7,,1034575,215,0,1091690,228
TARA_RED_MAG_00068.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9925187032418953,0.3675527039413382,genus,510252,58,510252,58,510252,58,510252,58,510252,58,530360,59,9659,3,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__UBA1859;g__GCA-2712105,313513,65,0,1088927,178
TARA_PSE_MAG_00074.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.42857142857142855,0.01715686274509804,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,306489,31,0,442426,37
TARA_ASE_MAG_00029.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.8181818181818182,0.012770897832817337,none,0,0,0,0,0,0,0,0,0,0,0,0,26040,9,,2565905,418,0,2634469,437
TARA_PSW_MAG_00132.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.07742537313432836,none,0,0,0,0,0,0,0,0,0,0,0,0,6714,2,,1903399,270,0,2086233,309
TARA_PSE_MAG_00054.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.01272264631043257,none,0,0,0,0,0,0,0,0,0,0,0,0,24802,9,,1058960,218,0,1170469,242
TARA_ASW_MAG_00036.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_MED_MAG_00014.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.8383932741709481,genus,4011476,152,4011476,152,4011476,152,4011476,152,4011476,152,4011476,152,5851,2,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__AAA164-E04;g__AAA164-E04,202275,25,0,4390070,204
TARA_PON_MAG_00069.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.,0.0,0.0045871559633027525,none,0,0,0,0,0,0,0,0,0,0,0,0,23242,7,,1905671,253,0,2036487,269
TARA_PSE_MAG_00094.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9981167608286252,0.6996047430830039,genus,428067,89,428067,89,428067,89,428067,89,428067,89,428067,89,18804,6,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__Litoricola,115633,25,0,811977,188
TARA_MED_MAG_00064.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.8854824165915239,genus,976990,101,976990,101,976990,101,976990,101,976990,101,976990,101,9547,3,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__TMED25,31821,10,0,1112207,139
TARA_ANE_MAG_00059.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9984012789768185,0.645844088797109,genus,1267261,180,1267261,180,1267261,180,1267261,180,1267261,180,1267261,180,45997,13,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA11606;g__UBA11606,152528,41,0,1921614,352
TARA_MED_MAG_00070.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.8632478632478633,genus,774348,84,774348,84,774348,84,774348,84,774348,84,774348,84,6094,2,d__Bacteria;p__Dadabacteria;c__UBA1144;o__UBA1144;f__UBA1144;g__TMED58,35154,7,0,886127,112
TARA_ANE_MAG_00016.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.007121057985757884,none,0,0,0,0,0,0,0,0,0,0,0,0,5551,2,,1834467,162,0,1991194,173
TARA_RED_MAG_00123.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.9523809523809523,0.03089749877390878,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1659926,125,0,2096511,139
TARA_MED_MAG_00072.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_ANE_MAG_00099.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_PSW_MAG_00002.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.8928215353938186,genus,1969578,13,1969578,13,1969578,13,1969578,13,1969578,13,1969578,13,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__2-02-FULL-58-16_A;g__GCA-2717285,0,0,0,1969578,13
TARA_PSW_MAG_00017.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.8590203106332138,0.1408379606259465,none,0,0,0,0,0,0,0,0,0,0,0,0,9769,3,,835898,82,0,5964731,305
TARA_PSW_MAG_00126.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_MED_MAG_00004.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.9774011299435028,0.0856727976766699,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,554148,68,0,2106270,141
TARA_PON_MAG_00036.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.006361323155216285,none,0,0,0,0,0,0,0,0,0,0,0,0,17001,6,,1470089,172,0,1543517,179
TARA_MED_MAG_00066.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.,0.0,0.0017574692442882249,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1109743,39,0,1166754,41
TARA_MED_MAG_00100.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.011695906432748537,none,0,0,0,0,0,0,0,0,0,0,0,0,6011,2,,1511731,166,0,1550195,177
TARA_IOS_MAG_00048.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_PSW_MAG_00019.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.5,0.019590382902938557,none,0,0,0,0,0,0,0,0,0,0,0,0,2618,1,,2020030,145,0,2261306,155
TARA_PSW_MAG_00020.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.36764705882352944,0.01004134672179563,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3472118,102,0,6607997,143
TARA_RED_MAG_00018.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.011246485473289597,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,502984,14,0,1103886,22
TARA_RED_MAG_00022.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.993003078645396,genus,3621110,34,3621110,34,3621110,34,3621110,34,3621110,34,3621110,34,5777,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Oleibacter,20833,5,0,3655333,42
TARA_ION_MAG_00012.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.8571428571428571,0.02122820318423048,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,742131,34,0,1332144,51
TARA_PON_MAG_00063.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.7002746174970577,genus,1586783,271,1586783,271,1586783,271,1586783,271,1586783,271,1586783,271,58119,19,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__UBA9042,716576,194,0,2595125,552
TARA_ANW_MAG_00052.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.7406593406593407,genus,1015151,143,1015151,143,1015151,143,1015151,143,1015151,143,1015151,143,22657,7,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__MedAcidi-G2B,151945,30,0,1364737,229
TARA_RED_MAG_00006.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.5494927337537702,genus,2731770,65,2731770,65,2731770,65,2731770,65,2731770,65,2731770,65,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA6544,985275,37,0,3754020,107
TARA_RED_MAG_00091.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.8076923076923077,0.022569444444444444,none,0,0,0,0,0,0,0,0,0,0,0,0,19423,6,,2198549,369,0,2284967,391
TARA_MED_MAG_00031.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.5270516717325228,genus,2185400,163,2185400,163,2185400,163,2185400,163,2185400,163,2185400,163,19416,6,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7451,1002028,137,0,3397978,337
TARA_MED_MAG_00089.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.0022692889561270802,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1255570,55,0,1333209,58
TARA_MED_MAG_00054.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.6666666666666666,0.01152073732718894,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,880815,13,0,1233820,18
TARA_ION_MAG_00005.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.22794117647058823,0.06493196466937216,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,612394,19,0,4164337,54
TARA_PSE_MAG_00086.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_PSE_MAG_00095.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.7230769230769231,0.023508137432188065,none,0,0,0,0,0,0,0,0,0,0,0,0,20098,6,,2302244,307,0,2779108,353
TARA_PSE_MAG_00065.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.0011081560283687944,none,0,0,0,0,0,0,0,0,0,0,0,0,32789,11,,4441079,849,0,4506238,865
TARA_RED_MAG_00099.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.999390243902439,0.8278647147905098,genus,1564201,247,1564201,247,1564201,247,1564201,247,1564201,247,1564201,247,22289,8,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__GCA-002722245;g__GCA-002722245,123691,26,0,2023840,364
TARA_IOS_MAG_00077.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_RED_MAG_00078.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.008656995788488536,none,0,0,0,0,0,0,0,0,0,0,0,0,92448,27,,4177769,821,0,4310680,854
TARA_MED_MAG_00023.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.3105070569785677,genus,1750190,18,1750190,18,1750190,18,1750190,18,1750190,18,1750190,18,0,0,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8592;g__MedAcidi-G2A,38098,5,0,1928213,26
TARA_ASE_MAG_00019.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.37209302325581395,0.020427553444180523,none,0,0,0,0,0,0,0,0,0,0,0,0,89057,27,,1915901,459,0,2068822,499
TARA_SOC_MAG_00006.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9128081779915814,genus,1643100,102,1643100,102,1643100,102,1643100,102,1643100,102,1643100,102,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__ASP10-05a,5670,1,0,1648770,103
TARA_ION_MAG_00023.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.99889339727038,0.8862373324615888,genus,3016473,121,3016473,121,3016473,121,3016473,121,3016473,121,3016473,121,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter,29032,8,0,3076003,136
TARA_PSW_MAG_00040.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9092084006462036,genus,2975791,135,2975791,135,2975791,135,2975791,135,2975791,135,2975791,135,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA830;g__UBA830,100153,6,0,3100748,145
TARA_ANE_MAG_00064.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.011092150170648464,none,0,0,0,0,0,0,0,0,0,0,0,0,54359,17,,1141752,244,0,1233586,270
TARA_PSW_MAG_00021.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.875,genus,1048508,71,1048508,71,1048508,71,1048508,71,1048508,71,1048508,71,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7916;f__UBA729;g__UBA729,90598,8,0,1162385,84
TARA_PSW_MAG_00127.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.393852341281241,genus,1321266,166,1321266,166,1321266,166,1321266,166,1321266,166,1321266,166,16317,4,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__UBA7800,1986028,280,0,3449400,479
