genome,filter_at,override_filter_at,total_bad_bp,superkingdom_bad_bp,phylum_bad_bp,class_bad_bp,order_bad_bp,family_bad_bp,genus_bad_bp,f_ident,f_major,lineage,comment
TARA_ANW_MAG_00062.fa,none,,0,0,0,0,0,0,0,0.985,0.0925,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00079.fa,genus,,0,0,0,0,0,0,0,0.997,0.34,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3537,
TARA_RED_MAG_00094.fa,none,,0,0,0,0,0,0,0,1.0,0.00697,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ION_MAG_00001.fa,genus,,0,0,0,0,0,0,0,0.999,0.879,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__TMED27,
TARA_PSE_MAG_00064.fa,genus,,0,0,0,0,0,0,0,0.997,0.948,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O5,
TARA_MED_MAG_00013.fa,none,,0,0,0,0,0,0,0,0.5,0.00472,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00007.fa,genus,,0,0,0,0,0,0,0,1.0,0.993,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__koll-22;g__UBA5081,
TARA_ASW_MAG_00010.fa,genus,,0,0,0,0,0,0,0,0.994,0.924,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__UBA1487,
TARA_MED_MAG_00060.fa,genus,,0,0,0,0,0,0,0,1.0,0.721,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia,
TARA_PSE_MAG_00073.fa,none,,0,0,0,0,0,0,0,0.714,0.0181,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_IOS_MAG_00062.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_MED_MAG_00025.fa,none,,0,0,0,0,0,0,0,0.525,0.048,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00084.fa,none,,0,0,0,0,0,0,0,1.0,0.00287,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00145.fa,none,,0,0,0,0,0,0,0,0.613,0.0798,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00117.fa,none,,0,0,0,0,0,0,0,0.0,0.00353,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_PON_MAG_00010.fa,genus,,0,0,0,0,0,0,0,0.99,0.983,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA3535,
TARA_RED_MAG_00025.fa,none,,0,0,0,0,0,0,0,1.0,0.0187,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_IOS_MAG_00006.fa,genus,,0,0,0,0,0,0,0,0.994,0.661,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax,
TARA_PSW_MAG_00045.fa,genus,,0,0,0,0,0,0,0,0.993,0.374,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682,
TARA_ANE_MAG_00056.fa,genus,,0,0,0,0,0,0,0,1.0,0.908,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA2962;g__UBA2962,
TARA_RED_MAG_00026.fa,genus,,0,0,0,0,0,0,0,1.0,0.88,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA2966;f__UBA2966;g__UBA2966,
TARA_PSW_MAG_00121.fa,none,,0,0,0,0,0,0,0,0.584,0.0361,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00019.fa,genus,,0,0,0,0,0,0,0,0.999,0.84,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA7430;g__GCA-2692065,
TARA_PSW_MAG_00036.fa,none,,0,0,0,0,0,0,0,0.826,0.0193,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSW_MAG_00105.fa,genus,,0,0,0,0,0,0,0,1.0,0.727,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus,
TARA_PSE_MAG_00041.fa,none,,0,0,0,0,0,0,0,0.0,0.00172,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00073.fa,none,,0,0,0,0,0,0,0,0.485,0.0157,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00005.fa,genus,,0,0,0,0,0,0,0,0.998,0.976,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya,
TARA_SOC_MAG_00011.fa,genus,,0,0,0,0,0,0,0,0.999,0.749,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter,
TARA_RED_MAG_00059.fa,none,,0,0,0,0,0,0,0,0.444,0.00909,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_RED_MAG_00007.fa,genus,,0,0,0,0,0,0,0,0.975,0.968,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__UBA8079,
TARA_PSE_MAG_00081.fa,genus,,0,0,0,0,0,0,0,1.0,0.615,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__GCA-002700125,
TARA_PSE_MAG_00052.fa,none,,0,0,0,0,0,0,0,0.923,0.00751,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANW_MAG_00043.fa,genus,,0,0,0,0,0,0,0,0.99,0.723,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O5,
TARA_RED_MAG_00044.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSE_MAG_00111.fa,none,,0,0,0,0,0,0,0,0.331,0.0553,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSW_MAG_00055.fa,genus,,0,0,0,0,0,0,0,1.0,0.875,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-I,
TARA_PSW_MAG_00091.fa,genus,,0,0,0,0,0,0,0,1.0,0.842,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1100;g__UBA1100,
TARA_RED_MAG_00074.fa,none,,0,0,0,0,0,0,0,0.556,0.00455,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSW_MAG_00082.fa,genus,,0,0,0,0,0,0,0,1.0,0.988,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__GCA-2705055,
TARA_PSE_MAG_00115.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_SOC_MAG_00008.fa,none,,0,0,0,0,0,0,0,0.0,0.00171,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00021.fa,genus,,0,0,0,0,0,0,0,0.997,0.679,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-002723295,
TARA_PSW_MAG_00086.fa,none,,0,0,0,0,0,0,0,0.528,0.0386,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_RED_MAG_00042.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSE_MAG_00013.fa,genus,,0,0,0,0,0,0,0,0.999,0.963,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella,
TARA_ANE_MAG_00066.fa,genus,,0,0,0,0,0,0,0,0.998,0.807,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002705045,
TARA_ANE_MAG_00060.fa,genus,,0,0,0,0,0,0,0,0.999,0.839,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7446,
TARA_MED_MAG_00012.fa,genus,,0,0,0,0,0,0,0,1.0,0.78,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__TMED48,
TARA_RED_MAG_00003.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSE_MAG_00053.fa,genus,,0,0,0,0,0,0,0,1.0,0.753,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__UBA10364,
TARA_MED_MAG_00115.fa,none,,0,0,0,0,0,0,0,0.77,0.112,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANW_MAG_00040.fa,none,,0,0,0,0,0,0,0,0.759,0.067,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_RED_MAG_00048.fa,genus,,0,0,0,0,0,0,0,0.999,0.751,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__UBA9410,
TARA_IOS_MAG_00046.fa,genus,,0,0,0,0,0,0,0,1.0,0.67,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA6944,
TARA_ASE_MAG_00004.fa,genus,,0,0,0,0,0,0,0,0.991,0.524,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA7388,
TARA_PSW_MAG_00113.fa,genus,,0,0,0,0,0,0,0,1.0,0.905,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1668,
TARA_ASW_MAG_00003.fa,genus,,0,0,0,0,0,0,0,1.0,0.98,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Atelocyanobacterium,
TARA_PON_MAG_00030.fa,genus,,0,0,0,0,0,0,0,0.996,0.639,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C,
TARA_PSE_MAG_00062.fa,none,,0,0,0,0,0,0,0,1.0,0.0209,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ION_MAG_00049.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_RED_MAG_00121.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_ANE_MAG_00004.fa,genus,,0,0,0,0,0,0,0,1.0,0.678,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__UBA1275,
TARA_MED_MAG_00049.fa,none,,0,0,0,0,0,0,0,0.8,0.00747,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSW_MAG_00061.fa,genus,,0,0,0,0,0,0,0,0.982,0.352,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__UBA8444,
TARA_ION_MAG_00009.fa,genus,,0,0,0,0,0,0,0,0.999,0.774,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__ASP10-02a,
TARA_ANW_MAG_00012.fa,none,,0,0,0,0,0,0,0,0.842,0.00881,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_IOS_MAG_00020.fa,none,,0,0,0,0,0,0,0,0.429,0.00487,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PON_MAG_00056.fa,genus,,0,0,0,0,0,0,0,1.0,0.95,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus,
TARA_ASW_MAG_00042.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSE_MAG_00056.fa,none,,0,0,0,0,0,0,0,0.692,0.0105,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSW_MAG_00018.fa,genus,,0,0,0,0,0,0,0,1.0,0.971,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__UBA7800,
TARA_ASE_MAG_00033.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_ANW_MAG_00027.fa,none,,0,0,0,0,0,0,0,0.0,0.0102,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_RED_MAG_00062.fa,genus,,0,0,0,0,0,0,0,1.0,0.542,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O2,
TARA_ION_MAG_00033.fa,none,,0,0,0,0,0,0,0,1.0,0.176,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00004.fa,genus,,0,0,0,0,0,0,0,1.0,0.996,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA1113;f__UBA1113;g__GCA-2709565,
TARA_PON_MAG_00076.fa,none,,0,0,0,0,0,0,0,0.662,0.0287,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANE_MAG_00018.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_IOS_MAG_00003.fa,genus,,0,0,0,0,0,0,0,1.0,0.988,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__Marinicaulis,
TARA_MED_MAG_00021.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_RED_MAG_00084.fa,none,,0,0,0,0,0,0,0,0.703,0.0357,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00017.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSW_MAG_00120.fa,genus,,0,0,0,0,0,0,0,1.0,0.865,d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptonemataceae;g__UBA3465,
TARA_ION_MAG_00046.fa,genus,,0,0,0,0,0,0,0,0.995,0.481,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__UBA1859;g__GCA-2712105,
TARA_PSE_MAG_00102.fa,none,,0,0,0,0,0,0,0,1.0,0.00719,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00003.fa,genus,,0,0,0,0,0,0,0,0.996,0.837,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7455,
TARA_ANE_MAG_00030.fa,genus,,0,0,0,0,0,0,0,1.0,0.733,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-I,
TARA_ANW_MAG_00050.fa,none,,0,0,0,0,0,0,0,0.706,0.0434,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ASW_MAG_00041.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSW_MAG_00032.fa,genus,,0,0,0,0,0,0,0,0.998,0.938,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Stappia,
TARA_IOS_MAG_00066.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSE_MAG_00072.fa,none,,0,0,0,0,0,0,0,0.556,0.0035,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PON_MAG_00033.fa,none,,0,0,0,0,0,0,0,0.962,0.0139,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANW_MAG_00032.fa,none,,0,0,0,0,0,0,0,0.667,0.00436,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ION_MAG_00041.fa,none,,0,0,0,0,0,0,0,1.0,0.00765,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANW_MAG_00070.fa,none,,0,0,0,0,0,0,0,0.407,0.0288,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PON_MAG_00074.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_ANE_MAG_00027.fa,genus,,0,0,0,0,0,0,0,0.996,0.745,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L3,
TARA_ANE_MAG_00042.fa,genus,,0,0,0,0,0,0,0,0.98,0.34,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1,
TARA_ASW_MAG_00032.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_ION_MAG_00045.fa,none,,0,0,0,0,0,0,0,1.0,0.00636,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00120.fa,none,,0,0,0,0,0,0,0,1.0,0.00872,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_RED_MAG_00053.fa,none,,0,0,0,0,0,0,0,0.586,0.15,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSW_MAG_00128.fa,none,,0,0,0,0,0,0,0,0.781,0.182,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANW_MAG_00076.fa,none,,0,0,0,0,0,0,0,0.5,0.0118,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00091.fa,genus,,0,0,0,0,0,0,0,0.997,0.58,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__Casp-actino5,
TARA_RED_MAG_00020.fa,none,,0,0,0,0,0,0,0,1.0,0.00757,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PON_MAG_00026.fa,genus,,0,0,0,0,0,0,0,0.999,0.791,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014,
TARA_ANW_MAG_00036.fa,none,,0,0,0,0,0,0,0,0.977,0.0388,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PON_MAG_00052.fa,genus,,0,0,0,0,0,0,0,0.993,0.667,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145,
TARA_RED_MAG_00119.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_ANW_MAG_00041.fa,none,,0,0,0,0,0,0,0,0.308,0.023,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00066.fa,genus,,0,0,0,0,0,0,0,0.999,0.893,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1668,
TARA_PSE_MAG_00121.fa,genus,,0,0,0,0,0,0,0,1.0,0.883,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__UBA796;g__UBA796,
TARA_ASE_MAG_00021.fa,genus,,0,0,0,0,0,0,0,1.0,0.557,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA1994,
TARA_MED_MAG_00015.fa,genus,,0,0,0,0,0,0,0,1.0,0.851,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA7377,
TARA_PSE_MAG_00043.fa,genus,,0,0,0,0,0,0,0,1.0,0.796,d__Bacteria;p__Dadabacteria;c__UBA1144;o__UBA1144;f__UBA1144;g__TMED58,
TARA_PSE_MAG_00016.fa,genus,,0,0,0,0,0,0,0,0.987,0.401,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Tistrellaceae;g__Tistrella,
TARA_SOC_MAG_00005.fa,none,,0,0,0,0,0,0,0,1.0,0.00179,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PON_MAG_00042.fa,genus,,0,0,0,0,0,0,0,1.0,0.576,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Idiomarina,
TARA_RED_MAG_00093.fa,genus,,0,0,0,0,0,0,0,1.0,0.917,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__UBA9264,
TARA_PON_MAG_00058.fa,genus,,0,0,0,0,0,0,0,0.999,0.803,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Idiomarina,
TARA_PSE_MAG_00068.fa,none,,0,0,0,0,0,0,0,1.0,0.00242,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00061.fa,genus,,0,0,0,0,0,0,0,1.0,0.837,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-P,
TARA_IOS_MAG_00065.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSE_MAG_00096.fa,genus,,0,0,0,0,0,0,0,1.0,0.711,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__TMED48,
TARA_MED_MAG_00127.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_IOS_MAG_00025.fa,none,,0,0,0,0,0,0,0,0.0,0.00249,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_MED_MAG_00029.fa,genus,,0,0,0,0,0,0,0,0.998,0.515,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA7388,
TARA_PSW_MAG_00003.fa,genus,,0,0,0,0,0,0,0,1.0,0.995,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__koll-22;g__UBA852,
TARA_PSW_MAG_00070.fa,genus,,0,0,0,0,0,0,0,1.0,0.778,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus,
TARA_PON_MAG_00050.fa,genus,,0,0,0,0,0,0,0,1.0,0.632,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04,
TARA_ANW_MAG_00028.fa,genus,,0,0,0,0,0,0,0,0.999,1.0,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19,
TARA_ANE_MAG_00083.fa,genus,,0,0,0,0,0,0,0,1.0,0.326,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659,
TARA_SOC_MAG_00003.fa,genus,,0,0,0,0,0,0,0,1.0,0.892,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974,
TARA_PSE_MAG_00089.fa,genus,,0,0,0,0,0,0,0,0.999,0.738,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA854,
TARA_PSW_MAG_00125.fa,genus,,0,0,0,0,0,0,0,1.0,0.264,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__UBA7800,
TARA_ANW_MAG_00039.fa,genus,,0,0,0,0,0,0,0,1.0,0.928,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__GCA-2701545,
TARA_PSE_MAG_00009.fa,genus,,0,0,0,0,0,0,0,0.999,0.972,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__UBA7878,
TARA_ANE_MAG_00025.fa,genus,,0,0,0,0,0,0,0,0.991,0.502,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA11663,
TARA_RED_MAG_00032.fa,genus,,0,0,0,0,0,0,0,1.0,0.926,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA9615;f__UBA9615;g__GCA-2724675,
TARA_PSE_MAG_00001.fa,genus,,0,0,0,0,0,0,0,1.0,0.975,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__UBA7797,
TARA_ASE_MAG_00015.fa,none,,0,0,0,0,0,0,0,0.448,0.106,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00073.fa,genus,,0,0,0,0,0,0,0,1.0,0.846,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__Coraliomargarita,
TARA_MED_MAG_00098.fa,genus,,0,0,0,0,0,0,0,1.0,0.88,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__MED-G17,
TARA_RED_MAG_00008.fa,none,,0,0,0,0,0,0,0,0.548,0.0139,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ION_MAG_00051.fa,genus,,0,0,0,0,0,0,0,1.0,0.886,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Fabibacter,
TARA_MED_MAG_00006.fa,genus,,0,0,0,0,0,0,0,1.0,0.973,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA3470;g__TMED8,
TARA_PSW_MAG_00007.fa,genus,,0,0,0,0,0,0,0,1.0,0.765,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__TMED48,
TARA_ANE_MAG_00094.fa,none,,0,0,0,0,0,0,0,0.774,0.1,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANE_MAG_00062.fa,none,,0,0,0,0,0,0,0,0.8,0.00725,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00097.fa,none,,0,0,0,0,0,0,0,0.556,0.00923,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_RED_MAG_00016.fa,genus,,0,0,0,0,0,0,0,1.0,0.948,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11657;g__UBA11657,
TARA_PSW_MAG_00088.fa,none,,0,0,0,0,0,0,0,0.636,0.00918,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANW_MAG_00049.fa,none,,0,0,0,0,0,0,0,0.6,0.00344,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ION_MAG_00038.fa,none,,0,0,0,0,0,0,0,0.0,0.00252,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00080.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
